0,1,2,3,4,5,6,7,8,9,10
-0.15895554,-2.022795,0.4593993,0.3090431,0.28412345,-0.19457659,0.9261791,0.04270512,1.0244544,-0.25611788,-23.017757
-0.16386332,-1.6201649,-1.758307,-0.23980851,-1.3182358,-0.24766333,0.41593835,0.6719625,0.13165267,-0.33146244,-41.982166
1.4489876,-0.8892571,-0.5548385,-0.12713827,-2.741942,-0.3883639,0.7966953,0.94864655,0.27181166,-2.5697775,21.645803
1.355648,-0.0038577458,-0.23561707,-0.10568756,-0.61751413,1.5435568,-0.39769095,-0.50510633,1.55745,-0.0062618325,11.054015
0.9589157,0.73363024,0.49976447,1.5673219,0.54525536,0.1576075,0.7687611,-0.53784287,-0.3255921,-0.009952066,38.572563
-0.30282944,0.71184915,-0.3401079,-1.6275703,0.32351094,-0.30554247,0.87459517,1.5474865,0.3458411,1.1638488,-21.955172
0.44780365,-2.02554,-1.4796973,0.8427321,-0.5579274,0.17349546,-0.13553126,0.726183,-2.113784,-0.4394338,-16.470324
1.1078933,0.5287099,0.43574303,-0.97271174,-1.3259588,2.0257943,-0.049078096,-0.6923409,-1.1738999,1.7161138,12.8816805
-0.24294375,0.8915026,0.600856,-0.6255966,0.3592905,-0.9009706,0.11047814,-1.164808,0.3743465,-0.5810691,16.64745
0.04756527,1.1488956,0.9215693,-0.22304906,0.2002557,-0.2560029,1.0906218,0.13718331,-0.7178333,-0.79209495,34.303204
-0.14109257,0.2057081,1.2593999,0.39953634,0.14779352,0.671135,0.6853247,0.20174126,-1.7767837,-0.13255598,25.375673
0.45100683,-0.1637288,0.98160374,-0.20262924,0.3760047,-0.6340855,-0.094924256,0.56728774,0.7644583,-2.6588264,35.53587
0.39586464,-0.20172897,0.6278842,-0.14115354,-0.46945143,0.09776509,-0.17534718,-0.08799672,0.098069526,-1.2219743,20.268335
0.6279003,-0.49529135,0.30554864,-1.1859182,0.87517965,-0.3440786,-0.529298,1.0355037,1.3473604,-1.6330994,10.653524
1.425452,-0.95619226,0.19896719,0.25666994,1.276601,-1.5764112,2.3326297,0.76380825,-0.11729025,0.6729773,6.453106
-0.87079996,-0.82156503,0.7917602,-0.07021353,0.32767916,0.7812023,-1.0086194,1.4010589,-0.527389,1.1109408,-25.232744
-0.6650584,-0.03526203,-1.6943201,-0.28541303,-0.9882582,-2.4201322,1.4552939,0.2437133,-0.13382426,0.26132318,-35.17636
0.019279145,0.0020915286,-0.30278876,-1.0829396,0.92753315,0.25390726,-0.8110009,-1.0168136,0.5811973,0.8336826,-14.236504
-1.4604758,-0.98644805,-0.2874746,-0.25289568,-2.1435146,0.02836568,1.5188358,-0.7233794,-0.25381777,-2.9252272,-9.779335
-0.17806506,1.1016226,-0.97939634,0.26205125,1.3449982,-1.7444346,0.86813015,0.44494042,0.07023772,-0.4130631,5.714841
1.7494674,0.15172431,-1.4097054,0.86028826,-1.342097,0.120237395,-0.06287704,0.68361384,-0.87078285,-0.44190684,22.232481
-0.682478,0.36402026,1.4932733,0.68943405,-0.21733446,0.3978136,-0.5138736,0.18112329,0.75809395,-0.37360546,11.306807
0.5764399,0.042926263,-0.59725547,0.41830042,-1.6681542,1.6029962,-1.3905144,-0.6415206,0.2728379,0.080682926,2.092188
1.5243671,1.208839,-1.115626,-0.1788355,1.2846235,-0.4590017,1.6156927,1.1115454,-0.8448143,-0.2233997,31.996935
-0.27543092,0.88436586,0.10080313,0.36023438,0.73944867,-0.569961,0.84049386,0.54093367,-0.06091829,0.5621985,3.5137868
-1.0341593,-1.1912282,1.7602451,-0.47142404,1.4580225,-0.8372864,-0.68075144,-1.3305638,0.11384148,1.4418993,-24.416594
-0.20486987,1.8836449,0.24580353,0.94174635,-2.8008664,-0.0075385603,1.4330994,0.104407586,0.29464465,-1.2415452,31.013332
1.0669818,-0.66784227,-0.547806,-0.63211495,-0.72937727,-0.38520792,-1.019499,-0.7282225,1.122262,0.83943063,-14.520816
2.1228285,0.3011181,-0.914319,-0.45339608,-0.98276514,-1.4819263,0.87164193,1.5869808,1.0816147,-2.3948114,36.49502
1.1471254,-0.44897637,0.30583623,1.2227141,1.6912428,0.59070224,-0.572636,0.29820853,-0.24010006,-1.5647002,39.92556
-0.32257792,-0.05423079,-0.78936946,0.048154816,-1.9028496,-0.8444375,1.2978334,-0.9054167,-0.41506264,-0.83730716,-5.4614806
-0.3518993,0.8010365,0.4796581,-0.038602885,-0.431417,1.157388,-0.52965486,-0.6471591,-0.669382,0.25396526,11.309449
-1.0728943,-0.49595824,1.2075348,-1.83869,1.076952,1.3021718,-0.6122788,0.98183954,-0.8543953,-0.8177482,-3.4535303
0.4634472,0.7211251,-0.90295035,1.8168286,0.19378725,0.3258326,0.35794067,0.13056973,-0.7719539,0.2237146,15.943873
0.27450103,-0.81357455,1.3851575,0.0075659696,-0.08890275,0.8967582,0.13841511,-0.07802605,0.36482775,-1.8114898,25.406235
0.4708217,0.62808144,-0.7368904,0.3235111,-0.30555016,0.63286716,0.41334096,-2.4545605,0.5629197,-1.4084553,24.756788
-0.30383807,1.2226548,-0.741887,0.22189622,-1.5474758,1.1437955,-0.86259437,-0.17374496,-0.08369797,0.92724466,-6.9707136
-1.4150903,0.25324893,-1.1247865,-1.7952796,-0.25920638,0.64220625,0.005721741,-0.07267932,-1.3328178,-0.4682362,-25.010004
1.3440495,0.712983,-1.7360032,-1.1375334,-2.5386307,-1.7195762,-1.2622908,-0.58577186,-0.7173395,1.1481353,-6.849638
-1.4224977,-1.2081901,0.12758622,1.1133159,-3.2676268,0.648189,-1.0426681,0.9471415,-0.52369004,1.5474211,-50.857826
1.0602276,0.82552546,-0.44137606,1.0980014,-0.60133326,-1.1107835,-0.0061211023,-1.1973796,0.76212686,0.5063053,16.985144
0.65907437,-1.0236597,-1.6217777,1.2843386,-1.5826479,-0.5941111,0.82297015,-0.96143925,0.9596152,0.19012408,-21.941605
-0.8630375,-0.33219892,1.7108732,0.23036774,-0.61231005,0.567483,0.37293285,-0.6280802,0.72697955,2.6044114,-27.954271
-0.40933803,-1.3822465,-0.5737459,-1.1541094,-0.45330688,0.46495447,-0.042557124,-0.8306995,-0.18300039,-0.15142739,-29.445995
-0.77176034,0.2680719,0.65360606,-0.044964593,-1.2318536,0.9568658,2.6083848,1.2611846,-0.5342707,0.79068583,-11.017049
-1.686999,-1.5343237,0.5301164,2.2390788,-1.4984425,-1.3978685,0.47778168,1.1841224,0.3389129,-0.24455243,-35.433487
-0.50863415,-1.255795,0.27930966,0.67139757,0.66771144,0.7158826,0.7461543,1.2129719,0.46074668,-0.9040215,-10.793738
-0.30673605,-0.40835768,0.5000913,-1.1100469,-0.13741636,-0.0564132,-0.79737115,0.0862807,-0.88565636,-2.1583717,16.47802
-1.0994805,-1.1138735,0.12490027,-0.6486553,0.09804277,-0.5411541,-1.0343752,0.0032177665,0.23605183,-1.5614849,-17.234491
1.3054179,-0.4855357,0.5158153,-1.1966268,0.86930305,-0.36858013,0.8361092,-0.034485713,0.9177043,-0.70751625,18.125904
-0.36136624,0.0911947,2.0960727,0.60071653,1.5953244,-0.8259607,-0.00042036883,0.81689703,-0.65240467,0.18310875,21.18939
0.33888066,0.33438715,1.13802,-1.1079446,-0.07590743,0.06686026,-0.12490339,0.58449036,-1.4850514,2.174488,0.44839764
0.58602124,-0.10766707,-1.3099235,0.30631846,-1.4122556,0.91257656,-0.44201925,0.97312224,-0.3621834,-0.78056943,1.3287505
-0.42605117,0.59487784,-0.827592,0.39969403,-1.7321557,-0.50264186,0.026344642,-0.54160255,-1.094351,-1.4411113,11.062546
-0.12237919,-0.7220094,-0.06252202,-0.17555371,0.16722028,1.730747,0.2649213,1.2782456,-0.26183456,1.6865556,-27.858267
-1.4719509,0.097098604,-0.876683,-0.96365374,-0.65606755,1.4661158,-0.78893286,0.097394384,1.0099996,-1.2470651,-26.244406
0.4395089,1.4488827,-0.8632396,-0.49553105,0.1854438,-0.4266703,-0.360172,-0.3726744,-0.03696464,-0.25855106,16.778757
-0.27303988,1.0710744,0.033490553,0.055977717,-2.6671848,-0.19888905,1.9002764,-0.5611555,1.427861,0.078299694,-2.8369443
-0.0029639043,0.867293,-0.6750642,-1.5864104,1.1400201,-0.92472476,0.8833415,0.3018888,-1.4778379,-0.112465195,6.610656
-0.45696917,0.33339673,-1.2551394,-0.12143585,1.7925848,1.7190934,1.4082922,-1.579808,-1.0007426,0.6287921,-8.580247
-1.0147697,-0.4180078,1.2117674,0.21903293,-0.082823016,-0.8060773,-0.61015385,-1.4704098,1.134402,0.9778343,-20.795937
0.3076755,-0.15671594,-0.5973535,1.8411299,-1.5028594,-1.3793012,-0.10299606,0.4663095,-0.13951011,-0.28068808,2.2921867
0.64517635,-1.3852818,0.48314586,0.97435546,-1.1472586,-0.5831858,0.40555617,1.728774,0.17827137,-0.06938431,-4.718898
0.6416986,-0.45514783,-0.05130211,0.61640954,-1.5511225,2.183601,1.3032733,0.03244743,0.37063828,-0.31995884,6.599676
0.45490602,-0.39600298,-0.5660209,-1.3784537,-0.84975135,1.6671575,0.7190753,-0.15948799,-0.29397815,-0.63313895,-0.9524827
-1.3843513,0.84154534,-0.36297092,0.4013708,0.9635038,-1.9988111,-0.07201092,-0.6422397,1.168277,0.84565336,-25.793228
0.27057993,0.45837122,0.9836834,0.058064267,-1.4567269,-1.1420469,-0.6459734,1.4232224,0.5951532,-0.7144512,16.820616
-1.2336259,-1.0327331,-0.30547827,0.018914849,-1.8032966,0.97210246,-0.33127874,-0.77284515,0.5060077,-0.84819484,-29.05616
2.0897202,1.3680857,0.70218134,-0.7136268,-0.12256598,0.93851215,-0.06609786,1.4137597,1.5122827,0.6455469,35.762676
-0.5985014,1.1958243,-0.5455859,0.68984455,-1.7584965,2.167923,-0.6426843,0.82512575,0.41139123,-1.1970991,9.516502
-1.0943042,-0.62143606,0.8562321,-0.34078836,-0.10970761,0.32365426,-1.691673,-2.6794558,0.6940103,-0.14826317,-13.375893
-0.7476311,-0.11716495,0.22597474,-1.3795581,-0.9785342,0.67457557,-1.356186,-0.27001277,0.51696694,0.9946983,-29.298666
-1.1746227,1.520917,0.2452045,-0.8776468,-1.039542,-1.1875674,1.0578254,-0.36327457,0.04562114,-0.7160649,4.061515
-1.732804,-0.020123359,-0.50160396,0.49227786,0.056863677,-1.4616247,0.5986684,-1.2482283,0.028723678,1.1397029,-39.622517
-1.6947348,-0.9673443,-2.3852375,-0.98046076,0.48930666,-0.079426594,0.72981834,0.53216404,-0.38328612,0.64656585,-69.4546
0.52551293,0.41069752,0.3637906,-0.5417441,-0.709257,0.063030265,-0.45263693,-0.6088425,-0.6234007,0.72153455,9.990758
-0.012596031,-0.78059953,-0.32059938,0.38976282,-1.3587462,0.37256795,-1.112991,0.21675962,0.3771609,-0.62334186,-9.755038
1.5432944,0.0764195,-0.86515653,-1.327656,1.5674131,0.9459791,-2.0028124,-0.26749527,0.14704992,0.71707696,6.603924
